Employee_ID,Department,Location,Employment_Type,Shift_Type,Job_Level,Tenure_Months,Base_Salary,HRA,Allowances,Bonus,Overtime_Hours,Leaves_Taken,Sick_Leaves,Casual_Leaves,Late_Logins,Early_Logouts,Missed_Punches,Attendance_Variance,Salary_Change_Pct,Salary_Change_Count_6M,Performance_Rating,Training_Hours,Engagement_Score,Manual_Payroll_Edits,Policy_Violations,Previous_Audit_Flags,Manager_Changes,Remote_Work_Days,Travel_Days,Risk_Score,High_Risk
9664,HR,Mumbai,Contract,Day,1,59,29358,12322,8383,5000,16,7,2,4,2,1,4,,65,0,4,35,2.9,1,0,1,0,1,2,0.476544758,1
9665,Operations,Chennai,Full-Time,Day,6,20,63858,24039,2562,10000,3,3,1,3,2,5,1,0.19,7.5,4,3,21,4.78,0,0,1,1,2,2,0.198091323,0
9666,Admin,Pune,Contract,Night,5,28,52768,18580,6982,5000,9,6,4,1,1,2,3,0.37,-14.1,4,2,30,4.25,3,0,0,0,3,8,0.179657733,0
9667,IT,Pune,Intern,Rotational,4,41,47382,19540,6291,10000,8,1,4,1,2,0,0,0.14,16.1,1,2,23,3.84,1,1,0,2,4,0,0.038892884,0
9668,Sales,Chennai,Contract,Night,3,44,46397,16115,7064,0,10,0,3,0,5,5,4,0.02,8.2,2,4,27,4.48,3,2,0,0,1,8,0.251799825,0
9669,IT,Delhi,Intern,Night,3,52,43160,18168,7865,5000,0,2,4,3,3,4,1,0.23,19.2,3,4,1,2.66,0,2,1,2,2,0,0.248795146,0
9670,Operations,Bangalore,Contract,Day,4,35,50433,20526,8713,0,2,2,0,1,4,1,4,0.11,10.7,2,3,7,3.8,1,1,1,0,1,2,0.183566413,0
9671,Finance,Hyderabad,Intern,Day,1,60,32208,14324,4681,10000,3,2,3,1,6,1,2,0.21,9,0,4,12,3.82,0,3,0,2,4,2,0.302472126,0
9672,Operations,Hyderabad,Full-Time,Day,4,45,44974,15929,7411,5000,12,2,2,4,1,1,1,0.23,9.3,2,3,15,2.69,0,1,0,0,2,8,0.043994214,0
9673,Operations,Hyderabad,Full-Time,Night,3,58,40938,13822,6516,5000,11,2,4,1,4,4,4,0.36,24.7,1,2,8,4.47,3,2,0,1,1,8,0.388462045,1
9674,IT,Pune,Intern,Rotational,5,24,58684,24911,8608,5000,9,5,1,2,2,3,0,,1.5,1,4,32,3.8,1,0,1,0,5,0,0.239751654,0
9675,Admin,Chennai,Contract,Rotational,4,34,52059,21311,3367,10000,19,2,0,0,1,0,0,0.23,9.1,0,2,25,3.98,0,1,1,2,3,8,0.131838934,0
9676,Support,Delhi,Intern,Rotational,6,39,60304,27105,5914,0,3,1,4,0,3,2,2,0.27,20.9,0,2,9,3.69,0,1,0,1,4,8,0.093655704,0
9677,Support,Bangalore,Contract,Day,1,46,26299,9512,6538,10000,3,2,1,0,1,6,3,0.11,1.1,4,4,2,4.7,3,1,1,0,4,0,0.221605607,0
9678,Sales,Bangalore,Full-Time,Night,4,46,55944,22301,2077,0,13,0,3,1,3,2,1,0.31,1.8,0,3,0,3.14,2,0,0,0,4,8,0.113335139,0
9679,Support,Chennai,Contract,Night,1,49,35563,12047,8910,15000,4,1,1,5,2,6,2,0.16,-7.7,3,4,20,2.55,1,0,1,1,1,8,0.198249075,0
9680,Support,Pune,Intern,Night,5,4,67000,26854,2702,5000,6,6,3,3,8,4,0,0.01,18.5,3,4,11,2.67,0,1,0,0,1,8,-0.028427063,0
9681,Finance,Chennai,Intern,Day,5,28,59852,19735,5814,0,18,9,0,0,5,0,2,0.17,-7.7,4,4,8,2.69,0,0,0,2,4,8,0.158587312,0
9682,Sales,Delhi,Full-Time,Night,6,11,66498,25191,8132,0,15,4,2,1,5,0,0,0.15,-0.3,0,4,19,2.84,3,1,1,0,2,2,0.147594102,0
9683,Operations,Mumbai,Contract,Day,3,28,45807,15028,6284,0,17,8,2,2,2,0,0,0.14,0.3,1,3,15,3.84,2,0,1,0,2,0,0.138716242,0
9684,IT,Pune,Intern,Day,2,37,38187,12785,5052,10000,7,4,4,4,4,5,2,0.38,15,1,4,1,3.01,3,0,0,1,2,8,0.223034567,0
9685,IT,Chennai,Contract,Rotational,2,58,29252,10299,7932,15000,5,5,1,4,2,3,0,0.23,-20,1,3,12,2.8,0,3,0,1,2,8,0.111836834,0
9686,HR,Pune,Contract,Night,5,39,56140,23667,7485,5000,3,8,1,1,4,6,1,0.32,13.3,1,3,38,2.75,2,1,1,2,3,8,0.289708549,0
9687,Finance,Chennai,Intern,Rotational,6,29,61171,25277,6501,5000,7,4,1,1,8,4,1,0.14,6.6,4,4,16,4.42,0,1,1,2,3,5,0.103386917,0
9688,HR,Pune,Full-Time,Night,5,49,65973,21608,6839,0,0,3,4,0,2,3,1,0,65,2,3,13,3.67,3,1,1,1,4,5,0.450357229,1
9689,Operations,Chennai,Contract,Rotational,5,60,62715,21073,3568,10000,0,3,4,5,3,1,0,0.13,-8.7,4,4,22,3.83,1,0,1,1,4,5,0.111852921,0
9690,Admin,Hyderabad,Full-Time,Day,5,50,57304,25418,5272,0,0,1,0,1,4,5,2,0.09,15.8,1,5,14,3.95,1,1,0,2,0,2,0.193699832,0
9691,Finance,Bangalore,Full-Time,Day,5,59,55995,20972,3765,5000,23,6,2,2,5,3,0,0.31,13.5,2,4,30,3.24,1,1,0,2,0,5,0.07131958,0
9692,Finance,Chennai,Full-Time,Day,5,39,67178,27532,7870,0,8,7,3,2,2,5,3,0.15,0.7,0,4,41,3.64,1,3,0,0,0,0,0.211811797,0
9693,Finance,Pune,Intern,Night,5,51,53942,17974,5618,0,7,6,3,5,2,2,0,0.22,-20,0,3,52,2.94,1,1,1,2,3,0,0.212913691,0
9694,Admin,Pune,Intern,Day,4,40,53359,21085,6098,5000,7,4,1,3,6,1,3,0.25,8.5,3,3,22,4.77,1,1,1,0,5,5,0.202565457,0
9695,Support,Bangalore,Intern,Night,6,25,73320,29289,4166,0,4,2,2,5,1,2,1,,-13,4,3,6,3.68,2,0,1,0,1,5,0.297539333,0
9696,Sales,Mumbai,Contract,Rotational,4,60,63551,23310,7967,0,7,7,0,0,4,2,0,0.06,-22.9,1,3,28,4.13,1,0,0,2,4,2,0.139727015,0
9697,HR,Delhi,Contract,Day,6,67,61027,26648,4347,0,11,12,4,4,1,1,1,0.36,5.1,2,3,21,3.45,0,0,1,0,5,8,0.076928879,0
9698,HR,Bangalore,Intern,Night,3,60,38876,14854,4953,10000,2,4,3,3,3,4,4,0.16,40,3,4,14,2.83,0,1,1,2,0,8,0.385363136,1
9699,IT,Chennai,Contract,Day,6,12,72514,24766,8189,0,10,2,1,2,10,7,2,0.08,-3.7,1,5,20,3.6,0,0,0,1,0,0,0.08570926,0
9700,Support,Mumbai,Contract,Night,6,22,58293,19635,8078,5000,10,7,3,1,3,4,0,0.23,25,0,3,16,4.12,1,2,0,0,2,8,0.170584729,0
9701,Operations,Mumbai,Contract,Night,2,75,30822,13339,7002,0,9,0,4,2,4,4,3,0.05,7.8,1,4,9,3.03,1,0,1,2,5,8,0.257576225,0
9702,Admin,Bangalore,Full-Time,Night,1,43,37825,13488,4950,0,9,3,3,4,0,5,0,0.13,1.7,2,4,26,3.96,1,0,0,2,3,5,0.101733145,0
9703,HR,Hyderabad,Full-Time,Night,1,26,31787,13199,5282,5000,16,2,2,5,3,4,4,0.03,25,0,4,12,4.03,0,1,1,2,0,8,0.27152574,0
9704,Finance,Hyderabad,Intern,Rotational,6,42,58115,21975,2506,10000,5,4,2,0,7,1,1,0.4,40,0,5,18,3.1,3,2,0,0,1,8,0.331997761,1
9705,Operations,Mumbai,Contract,Rotational,1,35,35744,13063,2868,10000,5,9,2,1,2,3,0,0.11,23.5,1,5,39,2.56,1,1,1,0,4,0,0.138903168,0
9706,Support,Bangalore,Full-Time,Day,5,40,62628,21367,3428,0,9,3,3,4,4,0,4,0.16,6.2,1,4,33,4.01,1,1,1,0,3,0,0.12243608,0
9707,IT,Pune,Intern,Day,6,0,66923,29431,2482,0,10,5,2,5,1,2,2,0.08,-0.1,0,4,6,3.03,3,2,1,2,3,2,0.457087696,1
9708,Admin,Bangalore,Contract,Night,5,46,58525,20556,2482,0,5,5,2,2,4,5,3,0.26,-1.8,3,3,35,3.7,2,1,0,0,3,0,0.193862525,0
9709,Support,Bangalore,Intern,Night,1,17,41297,17270,5590,0,2,7,3,3,4,4,3,0.18,25,1,3,21,3.7,3,1,0,0,5,5,0.131234295,0
9710,Finance,Chennai,Intern,Day,2,39,42211,17078,8913,0,6,4,1,3,0,1,1,0.23,15.7,2,4,29,3.6,1,0,0,2,2,2,0.058688843,0
9711,IT,Mumbai,Full-Time,Night,6,41,61690,19857,5106,15000,4,5,4,3,5,2,2,0.2,22.5,1,3,15,2.76,0,0,0,2,0,2,0.104841188,0
9712,Admin,Mumbai,Full-Time,Night,1,49,18000,7996,5532,5000,8,2,3,0,0,2,0,0.18,-6.6,0,4,29,2.86,0,2,0,0,2,5,0.086265241,0
9713,Operations,Pune,Contract,Day,2,45,39476,15662,5999,15000,19,0,2,2,6,3,4,0.11,7,0,3,23,3.1,2,1,1,0,1,5,0.327306167,0
9714,Finance,Mumbai,Contract,Night,1,56,27260,9249,5077,5000,4,4,1,1,7,4,0,0.17,0.7,0,2,7,3.79,2,1,1,0,4,0,0.175351696,0
9715,Support,Chennai,Contract,Rotational,6,103,69041,28158,7313,0,7,5,4,5,5,2,3,,16.6,4,4,26,4.4,0,0,0,0,3,2,0.248514145,0
9716,Sales,Hyderabad,Intern,Rotational,2,12,34285,14015,4620,0,9,3,2,3,5,2,0,0.11,-9.7,1,4,12,3.54,2,2,0,2,2,5,0.293981038,0
9717,Support,Pune,Full-Time,Night,6,46,64865,29077,3762,10000,11,1,2,1,2,0,0,0.1,25.5,3,2,10,3.62,1,1,1,0,5,0,0.126607132,0
9718,Finance,Bangalore,Intern,Day,3,65,43932,15380,5586,10000,11,6,2,4,7,0,0,0.3,4.5,0,4,26,3.68,3,0,0,0,0,0,0.169849519,0
9719,Operations,Mumbai,Intern,Day,4,23,53611,19276,7134,10000,14,10,2,4,4,3,0,0.06,4.4,2,3,31,3.17,2,3,1,2,4,0,0.338396757,1
9720,Sales,Mumbai,Intern,Day,3,40,47914,21411,5746,15000,3,7,0,0,0,3,0,0.33,1.2,4,3,7,3.98,0,1,0,1,0,8,0.123012783,0
9721,IT,Hyderabad,Contract,Night,3,49,49504,18742,7782,0,11,5,3,2,4,1,2,0.33,5.7,4,4,4,4.62,2,1,0,0,2,5,0.144324497,0
9722,Finance,Pune,Full-Time,Night,5,32,63420,28501,4532,0,9,3,0,2,1,2,4,,20.8,2,5,23,2.9,2,1,1,0,4,5,0.425198773,1
9723,Sales,Chennai,Intern,Rotational,4,38,46729,18217,5883,10000,10,5,3,5,4,4,3,0.04,14.4,0,2,36,2.51,1,1,1,0,3,8,0.131666534,0
9724,Support,Pune,Intern,Night,4,31,46600,19060,4350,15000,12,2,1,0,1,5,0,0.17,2.1,0,3,37,2.98,0,1,1,1,3,0,0.216199537,0
9725,HR,Chennai,Full-Time,Night,4,15,53580,19774,3884,0,2,1,2,5,3,4,0,0.19,-4.1,1,5,19,2.64,1,1,0,0,1,8,0.002097517,0
9726,IT,Hyderabad,Intern,Day,3,91,40973,17540,2687,10000,10,0,1,1,0,3,3,0.28,6.1,0,3,9,3.28,0,0,0,1,0,8,0.202570023,0
9727,HR,Chennai,Full-Time,Day,6,38,71898,23196,8933,15000,23,4,2,2,7,6,4,0.08,1,3,3,0,4.25,1,1,1,1,4,0,0.286142267,0
9728,Finance,Hyderabad,Contract,Night,4,10,44457,15225,4339,10000,3,9,3,3,1,4,0,,17.8,0,2,22,4.54,1,1,1,1,0,8,0.229173831,0
9729,HR,Pune,Contract,Day,2,7,37743,13446,7153,0,15,5,0,0,4,4,2,0.08,-3.9,1,5,17,3.17,1,0,0,2,4,0,0.091721696,0
9730,HR,Hyderabad,Intern,Rotational,3,44,44009,15963,6535,5000,13,1,1,2,0,8,0,0.16,-20,4,4,15,2.9,1,2,1,2,5,8,0.25120409,0
9731,Support,Delhi,Intern,Day,4,55,57328,20889,3025,10000,13,8,3,2,6,1,2,0.21,7.8,4,4,21,3.48,2,0,0,0,0,8,0.211809133,0
9732,Admin,Bangalore,Contract,Day,3,56,55651,24538,7173,15000,3,6,4,4,4,2,0,0.06,1,3,5,10,4.78,2,0,0,2,4,0,0.210523857,0
9733,Finance,Mumbai,Intern,Night,5,37,62897,23480,6381,5000,10,1,2,0,6,3,1,,5.7,2,4,42,4.61,0,3,0,1,0,0,0.293480213,0
9734,Support,Chennai,Full-Time,Day,5,33,67318,26076,2784,15000,5,1,3,0,3,3,0,0,14.8,1,3,17,4.51,3,2,1,1,5,2,0.337096457,1
9735,Operations,Bangalore,Intern,Rotational,4,30,51523,22111,4228,0,13,4,0,5,5,3,2,0.24,-1,4,5,23,2.66,0,1,0,2,5,2,0.097950387,0
9736,HR,Bangalore,Full-Time,Night,4,61,54840,18872,2776,10000,9,3,3,0,4,3,0,0.13,65,0,2,11,3.03,2,1,1,0,2,0,0.345342472,1
9737,Finance,Pune,Contract,Rotational,4,53,59901,24738,3610,5000,24,2,1,3,6,1,4,0.08,65,0,2,22,3.64,3,3,0,1,4,0,0.491768098,1
9738,Operations,Bangalore,Contract,Day,3,88,41181,13351,2114,10000,4,0,3,1,7,2,0,0.14,1.3,0,4,7,2.66,3,2,1,0,4,0,0.342120642,1
9739,Admin,Bangalore,Full-Time,Night,2,8,41986,15617,4883,10000,25,2,4,1,2,3,4,0.29,9.4,3,4,26,4.33,1,1,1,1,3,0,0.219109969,0
9740,Sales,Mumbai,Intern,Night,4,21,59075,20155,6072,5000,2,3,1,5,0,3,2,0.24,0,4,2,33,3.91,0,3,1,0,3,0,0.233624376,0
9741,Support,Bangalore,Intern,Night,5,47,62153,25030,6107,5000,12,10,0,2,9,1,0,0.13,2.9,4,5,8,3.88,2,0,1,1,4,5,0.233558256,0
9742,Operations,Pune,Full-Time,Day,4,49,48432,19695,5419,5000,11,2,2,5,5,5,1,0.3,-0.6,3,4,21,2.68,3,1,1,2,4,0,0.277713458,0
9743,HR,Bangalore,Contract,Rotational,5,31,58092,21958,4356,10000,7,9,1,3,3,6,1,0.19,4.6,2,3,39,4.45,2,2,1,2,4,5,0.369887615,1
9744,Admin,Delhi,Contract,Day,4,7,52936,19682,5371,10000,7,5,3,4,3,0,0,0.12,15.2,4,4,49,4.49,2,3,1,0,2,0,0.293650784,0
9745,Finance,Bangalore,Intern,Rotational,3,43,53426,23444,6552,5000,5,8,3,3,5,1,0,0.16,12.8,3,2,25,4.39,0,3,0,0,2,0,0.088498779,0
9746,Admin,Bangalore,Intern,Night,2,42,46741,18973,4189,15000,9,4,4,0,10,0,0,0.31,10.9,3,3,29,4.11,0,1,1,1,4,5,0.148080119,0
9747,Finance,Mumbai,Full-Time,Rotational,1,57,33884,14641,5712,0,11,7,3,5,1,0,4,,-8.2,1,4,7,3.31,0,1,0,1,3,2,0.29602844,0
9748,HR,Hyderabad,Full-Time,Rotational,1,23,27767,11191,6147,5000,15,8,1,5,0,4,0,0.32,15.5,2,4,21,3.78,0,2,1,0,4,0,0.194148538,0
9749,Finance,Pune,Contract,Rotational,5,12,56431,25233,5861,15000,9,5,2,0,6,6,1,0.27,7.5,3,3,32,4.12,3,2,1,0,1,2,0.338539327,1
9750,Support,Chennai,Intern,Night,1,43,27745,10270,6577,5000,7,0,2,5,8,3,0,,40,2,2,26,2.99,3,2,0,0,0,0,0.509215954,1
9751,Support,Mumbai,Full-Time,Night,5,40,61705,24338,6662,0,8,7,3,1,6,4,0,,25.2,2,3,22,3.98,2,3,0,2,2,0,0.450567272,1
9752,Support,Pune,Contract,Night,1,55,26899,11519,3011,15000,11,0,4,4,1,4,1,0.02,11.7,4,2,6,3.53,0,0,1,2,5,0,0.183807215,0
9753,Support,Bangalore,Contract,Day,2,42,36369,16137,7441,5000,11,0,4,4,1,2,1,0.17,17,2,5,32,3.45,0,1,1,1,3,8,0.170025591,0
9754,Operations,Hyderabad,Intern,Day,3,52,41725,16305,6059,0,1,7,2,2,1,3,0,0.09,13.8,4,4,29,3.19,1,1,1,0,0,5,0.151612175,0
9755,Finance,Mumbai,Intern,Day,3,42,48987,16387,3504,15000,9,7,1,0,5,6,4,,1.9,1,3,26,3.33,0,1,1,0,4,8,0.271827183,0
9756,HR,Mumbai,Contract,Night,1,67,31805,12243,3938,15000,7,5,0,4,3,0,0,,13.5,1,2,13,2.81,0,2,1,2,5,2,0.363862229,1
9757,HR,Pune,Contract,Night,5,74,55231,22236,4752,15000,9,1,1,2,8,0,0,0.1,2.1,1,2,20,4.6,0,3,1,0,0,2,0.142629201,0
9758,HR,Bangalore,Intern,Night,2,36,38257,13568,4744,15000,0,6,1,1,4,0,0,0.06,40,1,5,17,3.55,0,0,1,0,4,0,0.2692111,0
9759,Sales,Chennai,Contract,Rotational,5,53,56449,22566,3654,15000,16,3,2,0,8,4,0,0.15,1.4,4,4,19,2.93,0,1,1,0,0,2,0.15088345,0
9760,IT,Pune,Contract,Night,3,22,38276,15900,2189,0,8,4,1,5,1,1,3,0.18,16.3,3,4,12,2.6,3,3,0,2,4,5,0.391066279,1
9761,Sales,Hyderabad,Intern,Rotational,2,52,39205,13808,8540,0,13,4,0,4,0,3,2,0.23,-8.5,1,2,43,3.62,2,2,1,0,2,8,0.304194646,0
9762,Admin,Chennai,Full-Time,Rotational,4,42,55263,23399,5428,10000,12,4,1,3,3,4,3,0.07,-12.4,3,2,32,3.13,0,0,1,0,1,8,0.126981656,0
9763,Operations,Pune,Contract,Night,3,28,47205,20718,2931,10000,1,1,0,1,2,5,0,0.26,8.8,1,4,39,2.5,3,0,1,0,2,5,0.150267065,0
9764,Operations,Hyderabad,Intern,Night,5,42,71554,24973,5993,15000,9,0,0,5,4,5,0,0.23,7.3,0,4,17,3.46,3,0,1,1,5,0,0.193043085,0
9765,Finance,Chennai,Intern,Night,2,62,36779,12363,7552,0,6,9,4,0,3,1,4,0.06,-13.9,4,3,18,3.8,0,0,0,2,0,0,0.12919575,0
9766,Admin,Bangalore,Full-Time,Night,2,19,43688,15043,4432,0,9,8,1,1,3,1,0,0.01,6.1,2,4,31,4.14,2,1,1,1,5,0,0.227615367,0
9767,Admin,Hyderabad,Intern,Night,5,47,57495,18525,2946,15000,10,4,3,3,3,0,0,0,4.7,0,2,33,4.51,3,1,0,0,0,0,0.104363399,0
9768,Operations,Pune,Contract,Night,6,33,65379,25060,2153,5000,8,1,2,5,7,2,0,0.31,40,1,5,35,3.13,3,1,0,0,5,2,0.279226092,0
9769,HR,Delhi,Contract,Night,3,24,37793,15444,3654,5000,16,4,2,2,1,1,2,0.31,2.5,3,4,22,4.66,2,1,0,0,2,0,0.240108372,0
9770,HR,Delhi,Contract,Day,5,70,52146,17608,3674,0,7,4,3,4,0,7,0,0.2,17.9,4,4,33,3.3,3,0,1,1,3,0,0.27530478,0
9771,Support,Bangalore,Contract,Rotational,6,62,68363,29175,8564,0,6,10,2,3,4,3,0,0.29,-0.5,2,2,13,4.01,1,0,1,0,4,5,0.054553744,0
9772,IT,Chennai,Full-Time,Day,5,53,61462,25286,5980,0,11,3,2,5,11,2,3,0.21,-3.6,0,3,32,4.7,0,1,0,0,2,5,0.097943862,0
9773,Support,Delhi,Full-Time,Night,5,80,59028,20774,8783,5000,16,3,2,3,5,2,1,0.24,26.3,1,3,13,3.45,2,0,1,0,4,2,0.191348761,0
9774,IT,Pune,Full-Time,Rotational,5,17,57423,22204,3010,15000,11,1,3,5,6,6,2,0.27,8.9,0,3,24,3.81,1,0,0,0,0,0,0.091767457,0
9775,Admin,Hyderabad,Full-Time,Night,3,42,44737,20045,3129,0,3,5,3,3,2,1,4,0.1,0.7,3,2,13,3.28,3,0,1,2,5,8,0.321381956,0
9776,Support,Hyderabad,Contract,Day,3,35,35212,15421,5871,5000,10,1,4,3,3,3,0,0.22,25,1,3,23,2.87,1,0,0,0,1,2,0.009953346,0
9777,HR,Mumbai,Intern,Night,2,16,33504,10929,4796,0,9,6,1,0,3,1,1,0.23,16.7,0,4,20,3.73,3,3,1,2,4,0,0.355027942,1
9778,IT,Chennai,Contract,Day,2,26,30578,11483,8788,10000,16,0,3,0,2,3,0,0.11,7.2,0,2,1,3.31,1,0,0,2,4,0,0.010894831,0
9779,IT,Mumbai,Intern,Night,5,29,52427,21851,6933,15000,1,3,2,4,4,2,1,0.17,13.4,1,4,11,3.06,2,3,1,0,5,2,0.23914753,0
9780,Sales,Pune,Intern,Rotational,1,2,24457,10696,8789,0,5,3,2,1,2,3,0,0.15,7.8,1,4,24,3.17,1,0,1,0,4,0,0.158597146,0
9781,Support,Bangalore,Contract,Night,6,50,65850,29387,3595,0,6,4,4,3,3,3,0,0.17,65,0,4,21,4.52,2,1,0,2,4,5,0.36426957,1
9782,IT,Pune,Contract,Rotational,5,15,61639,22295,8129,10000,11,7,0,4,7,3,3,0.01,-6.8,1,3,22,3.08,0,1,0,1,3,5,0.182365059,0
9783,IT,Hyderabad,Contract,Rotational,1,39,26381,10836,7952,0,13,6,1,0,4,4,4,0.15,5.5,4,3,22,4.5,1,0,0,0,4,0,0.10534981,0
9784,HR,Hyderabad,Contract,Day,3,49,47720,19997,8971,0,5,5,2,0,3,4,0,0.1,25,1,4,22,4.57,1,2,0,0,0,0,0.142180775,0
9785,Admin,Hyderabad,Contract,Night,3,58,50460,19818,8676,10000,9,3,3,1,1,2,1,0.11,-11.7,3,4,3,4.6,0,2,1,0,2,5,0.188548901,0
9786,Finance,Chennai,Contract,Rotational,1,46,33081,14174,5211,5000,18,5,0,5,6,1,3,0.16,-2.6,4,4,24,2.97,1,1,0,0,5,0,0.057495956,0
9787,HR,Pune,Intern,Night,6,81,68329,23017,4768,0,7,1,1,5,4,3,3,0.21,15.4,2,4,10,4.19,2,3,1,1,2,0,0.380579318,1
9788,Support,Pune,Contract,Rotational,4,36,62802,27827,3898,15000,14,1,1,0,3,2,0,0.12,0.3,4,2,17,4.06,1,2,0,0,4,2,0.154675825,0
9789,HR,Hyderabad,Intern,Night,4,52,52782,23677,7930,0,5,4,4,5,1,2,0,0.27,22.4,1,5,18,4.58,2,1,0,2,4,0,0.22061949,0
9790,Operations,Pune,Full-Time,Rotational,1,38,26454,11785,8895,0,10,1,0,5,4,1,0,0.25,6.4,2,5,20,3.17,1,0,1,0,3,0,0.126909441,0
9791,Operations,Delhi,Contract,Rotational,2,32,34067,12583,7651,10000,8,10,1,2,6,3,0,0.25,2.2,4,3,26,2.52,0,2,0,0,0,2,0.126327605,0
9792,Operations,Pune,Intern,Night,4,44,44424,15389,3916,0,13,7,2,0,7,1,0,0.18,7.2,2,3,35,3.91,1,1,0,1,1,0,0.031985714,0
9793,Operations,Delhi,Full-Time,Night,4,56,47600,20417,8032,10000,2,6,1,2,6,5,1,0.14,25,1,4,31,4.39,1,0,0,1,4,0,0.050210077,0
9794,HR,Hyderabad,Contract,Rotational,6,52,67796,26907,7165,0,8,2,1,0,0,2,0,0.06,-6.2,1,3,30,3.43,1,0,1,1,0,2,0.13634519,0
9795,Sales,Chennai,Intern,Day,6,93,62582,25087,2417,5000,10,6,1,4,3,4,0,0.23,6.8,1,4,10,4.26,0,1,0,1,4,8,0.078135383,0
9796,HR,Mumbai,Full-Time,Night,6,70,64825,27644,8407,5000,0,3,0,1,4,1,0,0.31,25,0,2,7,4.52,2,0,1,0,2,0,0.195964145,0
9797,Finance,Chennai,Intern,Rotational,5,49,59528,21950,3766,0,19,1,3,1,5,2,0,0.11,2.5,4,4,25,3.36,1,1,0,1,0,2,0.017276724,0
9798,Operations,Chennai,Full-Time,Day,3,52,41949,14214,4726,0,14,2,3,1,1,6,4,0.31,1.2,2,3,21,3.89,2,1,0,1,2,0,0.301723347,0
9799,Admin,Hyderabad,Full-Time,Rotational,6,78,64670,27375,6044,0,7,0,2,4,2,1,1,,17.7,1,2,15,2.75,3,3,0,0,2,0,0.349187902,1
9800,Operations,Pune,Full-Time,Rotational,2,33,42414,15224,4164,10000,11,8,2,5,2,2,1,0,12.2,2,4,15,2.71,0,3,0,0,2,0,0.167798326,0
9801,HR,Chennai,Contract,Day,2,23,37201,14785,2069,5000,14,7,4,0,2,4,3,0.09,27.5,4,3,11,4.45,0,1,1,2,2,2,0.235565157,0
9802,Sales,Bangalore,Intern,Day,3,55,41618,14309,5817,15000,1,5,4,4,4,0,3,,12.5,2,5,17,3.55,3,3,0,0,5,2,0.402178876,1
9803,Sales,Bangalore,Contract,Day,1,28,30537,11072,8209,15000,14,4,1,1,3,1,0,0.33,3.8,0,4,18,3.18,1,0,0,1,1,0,0.073339987,0
9804,Operations,Bangalore,Intern,Night,1,24,36909,16391,5560,15000,3,0,1,4,1,5,2,0.11,3.2,4,4,24,3,1,1,1,1,1,2,0.243541556,0
9805,Operations,Mumbai,Intern,Night,1,15,31438,13068,5921,0,3,6,2,1,8,3,3,0.3,2.7,1,4,21,2.59,0,0,1,0,3,2,0.135196616,0
9806,Support,Hyderabad,Contract,Rotational,4,45,51091,16637,4073,5000,9,6,3,4,4,0,3,0.14,1.2,2,4,1,3.08,1,0,1,2,0,0,0.198952845,0
9807,Admin,Chennai,Full-Time,Night,3,11,47210,21186,3948,10000,3,0,4,0,0,3,2,0.1,-1.4,0,3,13,3.73,0,1,0,0,4,8,0.101369824,0
9808,IT,Hyderabad,Contract,Day,3,36,49856,22159,6356,15000,12,4,2,0,2,1,3,0.18,-0.5,2,4,4,3.04,1,3,1,0,3,8,0.264452431,0
9809,HR,Bangalore,Contract,Rotational,3,47,43737,17053,6140,5000,11,4,1,4,2,0,0,0,65,4,3,34,3.47,2,1,1,0,4,0,0.379304661,1
9810,Admin,Hyderabad,Full-Time,Day,2,44,44800,16665,5014,0,9,3,2,3,0,3,0,0.22,-5.9,4,3,14,4.53,0,0,0,1,0,2,0.051602062,0
9811,Operations,Delhi,Full-Time,Rotational,3,0,50924,18652,3055,10000,9,6,4,3,1,2,4,0.16,-7.5,0,3,8,2.6,3,2,1,0,1,8,0.387345341,1
9812,Finance,Hyderabad,Full-Time,Night,2,27,37848,14275,7329,5000,18,8,2,5,1,3,3,0.13,6.8,1,2,13,4.67,0,0,0,2,1,2,0.100427246,0
9813,Operations,Delhi,Intern,Rotational,4,51,51059,20790,3328,0,12,8,4,1,1,3,2,0.19,5.2,4,2,26,3.29,1,0,1,0,2,2,0.221269661,0
9814,Sales,Pune,Contract,Day,3,51,46932,20835,3160,5000,15,1,1,1,6,6,1,0.28,-3.2,4,5,29,3.19,1,0,1,1,2,0,0.186877812,0
9815,Sales,Pune,Contract,Rotational,4,13,49429,18992,7473,15000,9,4,3,1,4,7,4,,-6.2,1,4,6,3.35,1,2,1,1,5,0,0.50219835,1
9816,IT,Delhi,Contract,Rotational,2,28,41282,18338,3418,0,3,4,1,1,3,2,0,0.21,15.5,3,4,39,2.89,3,1,0,2,2,0,0.112532351,0
9817,Support,Hyderabad,Full-Time,Rotational,6,80,66420,29684,7483,15000,4,3,0,4,0,3,1,0.08,7.9,0,3,27,3.88,1,1,0,1,5,2,0.01307827,0
9818,Sales,Delhi,Contract,Rotational,5,60,57302,20067,7186,5000,2,0,4,4,3,4,0,0.01,1.7,1,4,8,2.95,2,0,0,0,2,5,0.130282259,0
9819,Sales,Pune,Full-Time,Day,2,51,36215,16241,7193,0,10,1,1,4,0,3,0,0.15,8,3,3,15,4.69,3,2,1,0,5,2,0.35239424,1
9820,Operations,Delhi,Full-Time,Rotational,4,81,49194,16948,5140,0,14,5,3,0,4,2,0,0.35,6.1,0,4,21,2.66,3,1,1,0,5,8,0.193315375,0
